ma_don_hang,ngay_dat_hang,so_luong,tong_tien,maKhachHang
5e00a67d-7d3b-4eae-9d85-49c0b94f51d8,2023-02-01,16,0.0,
670fd2e2-61a3-4872-be32-26fd65a6656e,2022-11-21,18,0.0,
d29956a6-703f-460f-b418-2361cd79ed28,2023-01-10,15,0.0,
5ae20e69-b306-4944-beb1-2eced7fd7c0e,2023-01-24,20,0.0,
72c73ff4-32de-4aaa-8220-5f60e55295f7,2023-05-19,8,0.0,
c219cff6-c384-4e25-98c6-7d46a556956c,2023-05-19,19,0.0,
4bf50521-70aa-476c-a657-d1385d1d1766,2022-10-15,6,0.0,
7486ab1f-c935-49d9-948f-3fe711f4e209,2023-06-02,20,0.0,
b6cbfac9-b98d-40fe-81c8-3b9551973cd3,2023-08-07,20,0.0,
4ae072b8-a2a0-431c-8a64-9b242b74addf,2022-12-06,3,0.0,
7e203db3-bb7d-4c1e-b39a-805a0b1d8b2c,2023-03-31,18,0.0,
9c1faed2-6ac8-44b6-a7ff-7f740bc70768,2022-12-03,7,0.0,
911d522f-90a8-4d1a-b480-85c26a2b8421,2023-05-02,5,0.0,
6bd44abf-fed7-49d3-9da2-f587139272b3,2023-08-20,18,0.0,
69974f10-85ea-4053-9a04-88b5b586e925,2023-04-12,4,0.0,
2fdec636-c251-4e98-9995-c495176eeea2,2022-12-07,0,0.0,
dd950839-844f-4f70-aab4-c4408c197937,2023-03-14,6,0.0,
ad5d6afa-7b24-4b8f-a40c-8acbcb911f14,2023-04-21,17,0.0,
c383e139-5f1a-4975-8e34-7db4b3770f4f,2023-05-15,9,0.0,
008b039c-eb12-4f11-9187-fd82dd3532a8,2022-12-03,10,0.0,
f22b54ef-0361-473d-8985-f6975805455a,2023-08-30,11,0.0,
42a84c6e-64af-43dc-98f0-9e3bee580b9c,2023-01-09,10,0.0,
ed63d888-f72b-4600-94cb-027059775320,2023-02-09,2,0.0,
b6b16a50-0280-416f-a726-abd3e6e7bdcf,2023-05-02,8,0.0,
c5cc9ee2-3c49-49e5-8999-8d196f0c8e1e,2023-02-17,1,0.0,
8bf5e920-388a-44be-afba-120c6acb47c5,2023-06-08,8,0.0,
832f4855-0298-4217-809d-930e56647046,2023-01-04,17,0.0,
04712538-68c1-4128-a1a4-d77f222083a3,2023-05-16,11,0.0,
1c5b2a3a-1a83-41e7-a677-50b6904ec33d,2023-05-27,18,0.0,
ec29e080-aa81-4dde-89f8-2028c27a2caf,2023-04-23,8,0.0,
2e232b9e-8150-4884-99ec-d78e634c112a,2022-11-20,1,0.0,
41cc7c4e-66cf-4951-adc4-065d7b2cbae2,2023-01-04,6,0.0,
2d529f84-4dfb-4a05-94f8-357d5944c2de,2023-02-16,7,0.0,
46ab4fb3-f122-479d-a8dd-cba53353dff8,2023-06-28,3,0.0,
e39da3f9-b808-457c-a087-a8cb9c8b6349,2023-08-29,17,0.0,
cf4a284b-789a-4aea-9d89-353926fd7aeb,2022-11-13,0,0.0,
8ef3a479-0901-483c-a795-6b5ea8f5e456,2022-12-01,8,0.0,
bca165ae-cb5a-4ba6-bfc8-bf57e7d8278d,2023-03-16,20,0.0,
faccf1f2-5db0-4e46-b148-38c8e455ee55,2022-12-05,13,0.0,
c59425ee-3b43-4361-99c6-e3302c8b1108,2023-03-31,6,0.0,
e3744453-c13f-4275-a42a-972cae949fb5,2022-11-16,2,0.0,
b3704e7f-d9ac-4895-a467-9867f136c7c6,2023-02-28,15,0.0,
f5f77c07-3ddb-4a51-9e24-e4ea944c4148,2022-09-29,0,0.0,
a2892d0b-200a-4c4e-919d-0a0f26ca6115,2023-08-10,10,0.0,
12678ffe-942e-467b-9f86-573950c0863b,2023-04-30,12,0.0,
b864b903-efd0-4643-88c9-76e519f750ea,2023-06-16,11,0.0,
dcc1f080-b636-4628-9f64-0c2f8e10e6fb,2022-10-16,3,0.0,
c0968064-71cd-422a-a653-2be1877d3f89,2023-04-18,19,0.0,
ddd84fb5-3227-4d2d-a74e-f9f0a0d306cd,2023-06-05,13,0.0,
49ba66da-896a-4368-9d21-0f66983a5a5e,2023-07-19,16,0.0,
167e4677-1e38-402b-8f4a-dc95f7389682,2022-11-14,8,0.0,
606ef285-9628-48ec-98b6-576900c3899d,2023-09-05,1,0.0,
551f6d46-1b41-432e-b3f8-9b5fc7ff47bf,2023-06-05,5,0.0,
b937f8d2-7689-4de4-aab5-d99ad89d3331,2023-06-28,6,0.0,
d7274cfa-a8d0-4e2a-b621-d1d7d3222f36,2023-08-25,8,0.0,
c58dff61-1cab-473d-9953-ccf2269d9bf9,2023-09-14,18,0.0,
cfa27057-b22c-42bd-92a7-34813d1b983c,2023-02-27,8,0.0,
0a3d2b8f-ba7a-45d2-8127-2d656c87e7b0,2023-05-07,0,0.0,
4122323b-6bcd-4a32-a1dd-1138cf709167,2023-05-06,14,0.0,
423163c4-aee6-4321-a6b2-3f36178530af,2023-01-09,20,0.0,
311b57aa-d3a6-425f-816d-c5406d17d7eb,2023-05-09,3,0.0,
9d90be06-4e9b-4fb9-925d-436070782fa2,2023-05-08,10,0.0,
bd25f0f0-87ac-4ad9-8b7c-1925a48667df,2022-11-13,17,0.0,
5999acb8-ab15-4f74-8bb2-ac064c0658ba,2023-03-07,3,0.0,
05f3417b-b028-4c5b-922b-3438d847e253,2022-11-26,11,0.0,
ede412cd-ccba-4633-b2c8-137c795e6555,2022-12-26,20,0.0,
a823ad01-9e97-40a5-8469-0a9ec83b0fe5,2023-05-07,16,0.0,
7f6a4a9e-fc1f-4c91-8b92-826966a263e1,2023-08-09,15,0.0,
c8e5a173-3d11-4797-9907-f5a4e8162922,2023-08-30,10,0.0,
70980e0d-fe82-443d-b8e4-3a631dd84b74,2023-04-17,12,0.0,
05f21678-e7e7-4db0-b24a-7fd36ed5e372,2022-12-22,7,0.0,
c40da522-4ea5-409a-8094-6947f3ef5428,2023-02-27,9,0.0,
2a459bd8-1dff-447e-8a0e-ce91b9cd70c0,2022-11-28,12,0.0,
0eeb4c08-6b59-490e-878b-bd8851ed38ec,2023-05-22,2,0.0,
0a1afe29-85da-4cc1-8985-1f652b60b3fc,2022-10-19,7,0.0,
c40359a8-5e9b-48e0-a518-0ff269b5c200,2023-02-07,15,0.0,
966b8e92-2c45-4d26-b342-4ffa6c253a01,2023-01-12,14,0.0,
4011720b-1904-4dd3-b964-c61801bfd492,2023-04-29,2,0.0,
6ff96590-43b4-48fa-a5c2-e7455463ed29,2023-05-08,13,0.0,
22153807-7293-4271-aa05-7c10424614ca,2023-08-16,5,0.0,
9998cc98-2b13-4245-9624-ccb850fb6bd9,2023-02-22,12,0.0,
7548f4fe-4c9c-43e5-9f62-8c88b6b9de2b,2023-01-04,8,0.0,
8c072499-6f3f-42ee-84d4-0c42e0841025,2022-10-16,6,0.0,
dc3a873a-1be9-4778-8969-c2f172a9ebc8,2022-12-18,16,0.0,
c3bab8f1-b8c9-4ecd-ae1e-b16bd39dba61,2023-09-11,2,0.0,
6447980b-24de-45c3-86ff-7fcfcb103bdb,2023-01-03,17,0.0,
af351f0e-0b7b-41eb-bc9d-f9d7cd36a04d,2023-07-19,6,0.0,
daf94914-88bd-409c-9a26-2aac42160706,2023-04-22,0,0.0,
da8ce8cd-7025-4569-995f-91eb7b5943a4,2023-04-19,8,0.0,
3b79c4c3-5cb8-41f6-8c02-72c6f9c2b3ee,2023-06-25,8,0.0,
ecb8ef80-df24-428b-9303-290f99534b51,2023-01-19,18,0.0,
14210b1e-b08c-4b1c-a1dc-86fcf50b11b2,2022-10-22,13,0.0,
436c91d1-ecfc-4465-aa61-d7505d8ba23d,2023-08-09,6,0.0,
b2a138f4-04d5-478e-99a9-22f2197e776f,2023-01-28,11,0.0,
0a3cf084-cffa-4748-a340-52abb33e11f0,2022-10-06,11,0.0,
5c143bdb-9425-4fea-a8ca-d2dcc21260e3,2023-02-19,7,0.0,
d6e94a29-8dec-4eb4-9f8d-fcc564d66c72,2023-07-15,4,0.0,
a139440b-fd26-43a6-918c-7d570fb8de58,2022-12-26,3,0.0,
4aba2632-7471-49ec-98df-e7d172a311f8,2022-12-08,17,0.0,
c6b22d5e-85c0-4d3c-9258-9903c786d940,2022-09-23,2,0.0,
34c488c5-8d33-45bb-9c17-84ed87f568e6,2022-10-09,13,0.0,
c6774a45-3d7d-4dda-a98d-f0c4f24273b1,2023-02-10,12,0.0,
b2f5157d-a017-4a57-aa96-1bc6685a528e,2023-03-08,2,0.0,
2f580063-f13d-4e7d-8ae5-3d19da179f62,2023-02-15,9,0.0,
af88bf7d-7870-4797-8c56-77d011786b0a,2023-08-12,2,0.0,
72ebfd7c-4285-4a5e-ae85-3cf419d844e4,2023-03-26,9,0.0,
7656c809-71c6-438e-87bd-649f5ad0963d,2022-12-18,9,0.0,
a211283d-b270-401f-bb0d-62b403250a55,2023-02-07,12,0.0,
5baae9be-3e12-4634-b817-a3e95b03243f,2023-05-23,8,0.0,
c0feea37-d5b1-4fa5-b3f3-354d3e412ef7,2022-10-27,15,0.0,
c3e3b35f-8c73-4fe2-8f01-0dccc86165b5,2023-01-31,6,0.0,
e208352a-35fa-4d68-ab1e-075fdbeb4fa7,2022-11-16,16,0.0,
a3dac5a2-ffda-4674-bda4-15b06df37608,2023-07-19,20,0.0,
5d7e0500-56e3-4d4b-af19-27b6d150a8b6,2023-08-16,9,0.0,
538df82a-7445-4ee9-84f2-b96934f30144,2023-01-18,18,0.0,
8024cab9-bc22-44d8-ada1-8c90ee8b229f,2022-11-02,2,0.0,
2073063f-a649-4af7-bab7-0bfdc755aef3,2023-05-09,2,0.0,
ca8fbf96-1c51-40bf-bbce-784eb51ec1c8,2023-06-24,3,0.0,
d6068208-d728-4c50-b5ab-fc0a8bad2d45,2023-06-12,2,0.0,
1a12d2e7-4d29-42d7-bf08-0f05c5d9424b,2023-02-06,4,0.0,
b3e36485-cafd-49fd-b83c-30b165bcd559,2023-03-02,3,0.0,
2b765431-cd33-4bb1-a899-325997901568,2023-06-29,10,0.0,
1bd3acba-4497-4015-9147-2f42daf776a4,2023-01-02,12,0.0,
08144428-0615-48d7-a0c9-5ad6c2dd33eb,2023-04-15,5,0.0,
524c4ae1-b9e7-45f3-b6d2-456cdfb076c3,2023-04-15,0,0.0,
db8c0610-0ea2-4040-ac5c-27e7da00fc68,2023-01-02,20,0.0,
200d9ed6-b9b7-4d8b-9a12-d01f69d4b834,2023-07-28,9,0.0,
8fd2e744-3ee3-4806-8aa3-658598f66634,2022-11-18,1,0.0,
7679a877-3b17-4930-bb59-9ae89362d051,2022-11-28,2,0.0,
182ace9c-75af-4868-8bc5-d0196499dddc,2023-06-05,15,0.0,
a8fc9d39-4ca1-4c03-9a85-9bd9bc99e1a2,2023-01-24,12,0.0,
a2808b8d-8863-4875-adc7-dfca78b5c0a2,2023-09-11,2,0.0,
1c04ea08-300d-48e1-b90a-1a4c6cccae71,2023-04-26,19,0.0,
6a655d5d-aa5a-41c4-97e0-da01527cde35,2023-08-04,6,0.0,
0ce6db27-d849-47e6-a735-9427988edb35,2022-12-30,19,0.0,
b7e9ec8b-d003-4047-b540-b1d42cb361c8,2023-06-12,10,0.0,
0d34e651-2639-4382-9f4a-0b37fbb67f36,2023-05-12,3,0.0,
3ab2f432-ea27-4388-851f-229b3ca456df,2023-05-31,1,0.0,
4d6c3cdc-744e-47d0-a191-094f3a105531,2022-10-19,11,0.0,
5cc90c76-b50e-479a-9ec2-0f43e6dd1d4b,2023-01-26,2,0.0,
93d0437e-3412-4e93-90ff-c18f6e53c203,2023-07-16,7,0.0,
98ab6608-0a9c-40bb-9dd9-e94ac35a94f7,2022-09-26,13,0.0,
74415184-258d-43c8-9985-2d404fe07799,2023-05-24,14,0.0,
fe27ad7e-1189-4131-b55f-1ea45a49efc2,2022-09-27,14,0.0,
582a200a-84b2-4552-acf3-be704284d3ad,2023-07-03,15,0.0,
656fe84b-9a53-4892-b0c0-d7f7a4c5a637,2023-02-27,3,0.0,
a2b273bc-d1f7-46b6-b62f-72840ffc6789,2023-05-22,14,0.0,
e4fa2077-36a0-4282-92d2-69054622a5e8,2022-11-28,17,0.0,
9900d8db-b114-478a-9db9-504692ed74ef,2023-08-10,16,0.0,
bb7e2216-da71-4bfb-93ba-6733cb1af618,2023-08-08,2,0.0,
ac7e7400-b31f-4d88-b685-dd7b18cc8392,2023-04-07,1,0.0,
517b9387-d768-4968-9478-11607ff23712,2023-06-25,15,0.0,
82d787c1-ec1b-4a30-876d-d9916cf03f03,2023-03-21,2,0.0,
ef3fd4bf-84c7-45ce-9043-acd2f5234be5,2023-03-07,16,0.0,
92540d50-3bc3-43ee-b8da-c4df15d59172,2023-01-04,9,0.0,
2a6aa624-5156-4c43-816c-d623a8daadd4,2023-05-08,2,0.0,
2d27fb4b-543d-48d6-8f1a-41d286ccef88,2022-10-12,11,0.0,
8a3b5043-36ca-49d6-ad2e-cffccc8b6d05,2023-02-23,16,0.0,
5ed326bb-43f6-4c43-bcf9-07dd22dbeaed,2023-07-30,19,0.0,
080f7125-7843-499a-82a0-3ad543ebe5c0,2023-03-13,18,0.0,
a97559bd-71fc-4002-9baf-43d29b864ec4,2023-02-24,4,0.0,
6d6bc62c-4930-4e8f-8859-91af730425a3,2022-12-24,2,0.0,
1f22f3c7-e1ee-4694-863f-782ca95d8165,2023-05-16,14,0.0,
cc6fdf56-404f-47ec-bafe-df691f75b753,2023-06-22,12,0.0,
a498345b-32ff-4ce4-834b-f7a26ad0e5f3,2023-01-10,11,0.0,
7ea0294a-80b0-422c-8463-b7c9f3dfbb4f,2022-10-01,7,0.0,
9a8ea16a-f22b-4db2-bc40-f2c7e5459c72,2023-01-16,2,0.0,
f755ed79-6306-4233-938d-a90197a80cc9,2023-08-03,17,0.0,
ff4ecccc-42ef-43df-818c-4180d414ec1d,2023-07-19,9,0.0,
d1f0c674-6416-4824-86ec-9d4201dcce80,2023-05-09,8,0.0,
cbc342d2-5a65-4e4d-a9ed-0b50c36c471a,2022-10-30,0,0.0,
3041ca1b-1cab-4bad-8642-a9f8124a8a72,2023-08-11,20,0.0,
53030b5a-9dcb-4123-bf5c-12458e11a19e,2023-08-08,0,0.0,
14933d5b-f286-44c5-b40a-0ff6a4fd8442,2023-02-28,0,0.0,
00d2b6cb-7c68-41f3-98a2-614668613498,2022-11-12,16,0.0,
a5f75970-da52-49db-a880-2b18144424ea,2023-05-24,5,0.0,
31eedf29-b7b4-436e-b189-06560bb045c0,2023-03-13,4,0.0,
29262204-3a81-4246-b991-6b7f0447120e,2023-08-15,7,0.0,
d9334a23-2825-4afa-9857-fe7778702064,2022-11-09,11,0.0,
1c0b39b7-9112-473d-9aaa-87a3e751ec3d,2022-12-21,4,0.0,
a8cf3219-7a55-4906-b938-6563f81c54d7,2023-05-22,7,0.0,
8bc690f6-8198-4433-a1ff-04cdc88b58df,2023-05-23,9,0.0,
2e36ab0e-971f-4fbf-9ede-cb448f17fca8,2023-07-22,13,0.0,
a62dfd74-d7bf-4032-b2a9-948d457ad708,2023-08-10,11,0.0,
98dae25e-c7f7-4876-894f-a56038de48d9,2023-01-21,16,0.0,
53e4a79c-3954-4b92-a303-0d5f2f6ec515,2023-05-26,15,0.0,
67422f03-a7fc-4346-9307-4934eeb2e072,2022-11-13,1,0.0,
dfb5ad0f-f147-4911-a46c-b5ee05e76eb3,2023-07-09,12,0.0,
1105bb21-3d06-4c96-af66-9362e43c089a,2023-08-13,0,0.0,
27c5ea30-b477-4d91-94e4-cc7e1247851a,2023-02-22,9,0.0,
99735370-1380-42e4-8135-8b9c79f12518,2023-04-15,17,0.0,
12a217cb-fa85-4737-a3ab-41d38a226682,2023-05-19,20,0.0,
1751acf9-737b-4579-bb7c-03256f0c6652,2023-03-31,19,0.0,
91d1d412-9356-4c36-af96-c1d527c295ed,2023-09-15,17,0.0,
23f4354b-081b-46c2-a59b-eda832e21d8f,2022-12-09,1,0.0,
9e8fe7d7-1d9f-4f59-af8b-0783966fd655,2023-07-17,1,0.0,
3125724f-5a7c-4cf1-a34a-a5d0df8a193e,2022-12-18,0,0.0,
dbbe797b-722c-461f-9fc2-20d426548157,2023-03-03,10,0.0,
a84a5efb-f8e0-4aae-9902-1b87e2b14a82,2023-06-17,9,0.0,
ef235e54-cd4d-4c3e-92aa-2e76fd69db92,2022-10-25,10,0.0,
e6f12936-82b2-435a-9c06-99aaaaf9ff7d,2022-11-29,5,0.0,
572573e1-febd-4b0c-b571-a2acfb143702,2023-04-26,18,0.0,
e94460c3-5dc3-4e4f-9cf2-0e7805acd9fc,2022-10-12,16,0.0,
bce1f33b-b272-4c80-827f-bb8dfb2e5bef,2022-11-24,9,0.0,
9a7ce461-ba98-4c44-987a-468ccf8ad5f4,2023-01-13,4,0.0,
6db68fa5-1587-42dd-9cb3-d3d99f120c08,2023-08-31,13,0.0,
33ec084d-eee1-4d1b-8a98-c385ebfd42ac,2023-04-26,0,0.0,
c9c63494-e31d-40ab-90d3-e7f08d28b136,2023-01-29,10,0.0,
a5a2365a-84ae-41b9-a522-77f5360a739a,2023-01-05,7,0.0,
f9877643-c7b9-4c3f-87c8-4a6fbf53aa00,2023-03-08,6,0.0,
8796e0e4-a9e2-4eb5-aec5-79906c8cc933,2022-12-03,19,0.0,
fe89ed64-8cff-4711-8977-01a01ebb116d,2023-08-20,16,0.0,
62f1806b-67f2-4034-b709-e2e736a1d589,2022-10-10,19,0.0,
081d8342-6c79-4093-8ba9-e9793089aef5,2022-11-28,14,0.0,
aab2589b-f740-4eac-ace7-7fb67b081c4c,2022-11-12,1,0.0,
df55b42c-9240-4616-b0c3-31d705194ebe,2023-05-20,3,0.0,
7822e85b-433d-43a2-8dfe-3c4e04857860,2023-08-28,2,0.0,
f0ba6ecb-0f14-4d08-a9ff-18f21a2dafbd,2022-12-07,0,0.0,
6cbf3bf5-f755-4b9b-b7a7-06aeb1177c0d,2023-09-12,1,0.0,
ff426063-4900-4e4d-bd08-0afd101c773f,2023-02-19,12,0.0,
901c5f9b-0a1b-40e5-8348-af8b35936964,2023-09-02,7,0.0,
c1ca1558-c61a-4676-99c1-1ba5dd96b440,2023-03-02,12,0.0,
235ec6bd-71c5-4b1a-b2aa-63c6aa5fe6d5,2023-04-12,1,0.0,
10c1fc1a-115f-4e83-8829-1644467cfcf9,2023-02-27,18,0.0,
936be2be-2d13-48ba-b110-9ee73e960435,2022-10-01,8,0.0,
726d9897-22c3-45a2-a441-2b86d43b6fb6,2023-07-24,19,0.0,
c35de375-1c19-4798-a0c7-a41ef1497e52,2023-06-27,12,0.0,
cf9832aa-233b-4e26-bab4-967faab79cf5,2023-07-13,19,0.0,
02c7261e-88ed-4567-8f3f-c3db0b4e3041,2023-06-15,9,0.0,
90cb4f75-c218-4256-9508-6984255c9016,2022-11-10,0,0.0,
a06f9e3b-9025-4c97-abf1-ef75f6a6ec30,2023-03-02,3,0.0,
1a43b55a-c0d2-4911-9d90-e962636d1ee5,2023-05-18,14,0.0,
03399c27-8fea-4180-983e-2a3c138246db,2022-12-25,17,0.0,
aac2b810-0611-45ab-9698-71aead276f67,2022-11-21,3,0.0,
8a69a131-c7f4-40f0-859a-5d4df797fb4d,2022-12-17,18,0.0,
23154c7f-4e10-42cd-80e6-2d877bbfc905,2022-12-09,2,0.0,
5b6657a7-df35-4f7e-9eb7-63bfe5e0a356,2023-06-30,6,0.0,
1580c2e7-a35d-4b94-9800-2b0e718ceff8,2023-05-02,16,0.0,
17ae2231-a28a-4a71-8084-091c3dfbb501,2023-03-21,7,0.0,
06e32e1a-bf23-4cd6-9fd2-f5231eb77e74,2022-11-20,17,0.0,
d738f706-4342-4bf3-b25c-e667e5d18e2b,2023-05-11,4,0.0,
e002c206-bf48-4964-aad9-de8f7e078f83,2023-06-15,6,0.0,
e8a7eda5-b453-4b23-b9c5-a03b2b7c936b,2023-07-25,4,0.0,
6c39b9db-a92b-4c7c-a2de-82f3f62162d8,2023-05-02,18,0.0,
820d4f87-4145-49c2-8187-14f29103697e,2023-02-27,14,0.0,
5b80934f-8d06-4787-9399-1a3e2e817634,2022-12-20,7,0.0,
549553b8-b4d1-4afb-917a-f99f6c7b5049,2022-09-25,9,0.0,
8ced7ae0-4f4a-455e-9e34-e975b466fb42,2023-06-23,19,0.0,
4f117578-5beb-478d-b372-285ba70f9168,2023-02-05,10,0.0,
ec0cffe3-bfae-4c75-a257-4fa920d06c1f,2023-02-06,9,0.0,
6216c7cb-e14d-4cdf-b89d-65b993b81e31,2023-04-03,20,0.0,
e4a0104b-1f52-4c2f-9e76-dadc5dfda804,2023-06-17,12,0.0,
c11f7473-8a59-4fc7-a142-208f727088a5,2023-07-21,4,0.0,
d1af9653-f8ed-474b-97e2-18cb2cf82448,2022-11-17,16,0.0,
80db559e-7c11-4ce8-afa8-6fb05040b0c7,2023-08-07,2,0.0,
0e3351f1-6feb-4b1e-bf29-e4bf2e2bb434,2023-04-10,20,0.0,
99ad64d4-335a-49ed-bfdf-9d1d68ae0e6e,2023-02-22,10,0.0,
5c763cf4-2ef1-4bff-abe1-e1d283dadefa,2022-12-04,0,0.0,
6136f1be-a405-46ff-aff5-09ff4bb83c87,2023-05-04,20,0.0,
3517dca2-418b-4eb5-8698-5e2224b8230b,2023-02-22,12,0.0,
52bfe0ba-dc76-4719-aaef-5fb3514b50fa,2023-09-06,17,0.0,
20b4e4db-c52d-4e9c-96ab-be084067ebe8,2023-06-29,12,0.0,
c778eee1-6885-4a43-87c1-293e551a626a,2023-07-30,13,0.0,
6c8857b0-1472-439e-a43a-23e20e398cac,2023-05-02,8,0.0,
0c69abc2-8fc2-4f06-b5d4-257386fb8ad9,2023-04-17,10,0.0,
8c36960c-4c91-4029-8978-5c3329934723,2023-04-08,20,0.0,
0e8fbf4a-1582-4493-b4ea-4833d14e52a6,2022-12-15,10,0.0,
dbeb99be-1674-4e4a-ac60-b47a2346b642,2022-12-01,14,0.0,
ad2fc87d-28bc-4561-97d0-bf2d9a70d299,2022-12-08,18,0.0,
3017fffe-968c-4ec1-bc6c-aa08cf5109bb,2023-05-30,12,0.0,
ba527109-ba19-40d1-82bf-2efb672b42ac,2023-05-01,18,0.0,
ffb114cc-d0b7-41af-acdc-eb6b178b342e,2022-12-21,15,0.0,
9f7090d3-c4f5-472b-aff1-74ca2c586775,2023-01-29,8,0.0,
cba1af7a-5922-4078-bb82-66486d93f613,2023-01-23,3,0.0,
6d897b22-9a6f-455b-a495-a44ab4fbfb17,2023-08-02,11,0.0,
760f8910-d45f-427b-a2fb-3eb78d2e20bd,2023-07-21,3,0.0,
a5bfd8dd-93c9-4107-b5ad-de4eec5a8071,2023-05-30,17,0.0,
b382efd0-a380-4a22-b9ab-7ea7967e841e,2023-02-06,9,0.0,
3882e0fa-ff99-4e4c-9639-c2afab0e1366,2023-08-01,13,0.0,
03877786-64ef-4b86-9dcb-805111fd6adb,2023-03-06,19,0.0,
a928f50c-4d8d-465c-8008-e80dabdf5b4d,2023-08-07,16,0.0,
3488db87-254c-4b5b-9087-f04a0d3a0375,2023-04-15,5,0.0,
dd85b030-e53c-4393-b7b7-eed06a78cf51,2023-07-31,17,0.0,
440b3b40-022d-4ae7-831a-137f78c7e1c8,2022-11-30,4,0.0,
75f175e5-7f25-47e0-b1b8-e23638622a57,2023-08-10,8,0.0,
c8fabb4b-7a9b-4ac2-a876-40a3f3545ba2,2022-11-17,7,0.0,
bb03b520-d4e8-4bb6-a766-9a68444af282,2022-10-08,17,0.0,
dcc7aa2c-e792-4455-b077-8786ddb2d75c,2023-08-17,16,0.0,
3650e47e-b12c-442e-887a-1eb0ca6c7be0,2023-06-13,14,0.0,
cc9f00e5-93ef-4e95-80b4-ababd0d895c9,2023-07-27,14,0.0,
2b88e275-96d1-4c9e-9946-586168d97f1e,2022-11-18,7,0.0,
