ma_thong_tin_hd,ma_dh,ma_sp,don_vi,gia
d2ab0639-71d4-44e1-b829-366b2e382303,,,5,164882.540674361
b3642a9c-3f75-460e-a187-2acdd0c4eced,,,1,266906.9631368333
a4d67745-6215-4f4c-8908-c085a0c19583,,,2,967751.925023229
d77b64ed-1c3c-4c33-8467-9de33b29eac2,,,4,759782.3922639308
f8968ca3-f0ee-4cc6-8e1d-3d61b836a2ea,,,2,957564.3870916741
f7c3072c-caaf-4f82-99dd-72223a2183f5,,,5,490976.519790894
5844a661-a97a-4500-b487-26511ccd3e49,,,1,333900.2714267248
1bd8b8ad-1f4a-4d79-b349-c07ef8dd87dc,,,4,328306.9764492631
f295c2ed-4ef0-4d50-9bb8-22c54e1b269e,,,1,865587.8786572531
0b40fe17-cb87-4da3-9b9d-72ac4f4aec16,,,4,72311.08129710585
ec25bec9-9844-41ef-88de-d0644a230010,,,3,187053.66130563625
77dd907f-96cf-4c92-9939-a41e80426314,,,2,480900.26309070253
920c4ea9-4d91-4662-808d-890b0582f7c5,,,2,746151.2832022763
ac1068d7-aeba-4d39-80db-d23fdf3b29c1,,,5,407488.30530932837
05c2e7f6-25e4-4a6e-9e66-f7d4827c7262,,,2,191481.8910001553
4754758e-55db-45b0-a4f6-899ae10b0225,,,5,639934.3260501358
e8756d3f-0656-4c4c-9c6f-10eaabeed3fe,,,2,222707.53575813826
992d97de-8ecc-4bca-a100-69050e2e2148,,,5,387334.9021065402
3a8d5e62-2780-434d-a9bf-8bf3d1541645,,,2,788594.1413787565
27acc521-0077-4826-ae7b-0bb34d91796d,,,1,698819.2325901053
effea2ee-5833-4c96-af36-e00ea48e5969,,,4,396481.79363930126
d6e99b21-96ab-4eca-9f62-cafe2be2a76f,,,5,312214.5724679938
af43888f-e6be-4cef-85ba-7538e2599442,,,5,102752.84048513316
d1f4cd7b-e630-4be0-ba1d-2d2fa7f58384,,,5,403267.1817570756
b25d2e8f-098b-45f3-9a3c-c73493e1a0fc,,,1,956185.980223299
50b99a2f-5b70-4f15-b450-2a558b3e4361,,,2,744902.264049482
cef553c5-73b4-4f4e-8c3d-7b16c1465bdc,,,4,391357.4942034548
7228c5bb-1f03-480c-928e-c18a661cfd03,,,5,981537.9154712124
28c064a7-834c-4888-9ef0-cb2ccbfcd3df,,,5,797834.9414215863
6f10f583-d1e2-4820-ab79-7d510b4c82e4,,,3,242012.49400577723
0fa07d14-6c5a-4ba6-91f5-faaa7edab0bb,,,5,564865.8971839433
e014634a-b26f-4ad1-bead-efcf75e82c5c,,,3,474672.5404996557
9e4fbd5f-4cf2-407a-b458-2bff8456a001,,,1,894477.8979966165
c9db95b8-eedf-4d75-882b-32c4c4ce8170,,,5,83945.59240026929
62867772-2131-41af-bfe1-b01dd3ad083c,,,4,271188.79389443545
bbab0b1c-5de2-41cd-8356-58115b666ed7,,,5,357285.71025679266
f0f52812-aa63-4b14-bdf4-2632866968ab,,,5,628130.5605485804
72d26872-896b-426a-8089-74993e098b65,,,4,702851.5609827056
3f4bb623-801b-4c9d-bc06-79ad6fd01286,,,2,11080.128579787619
c5daf267-e032-41df-9837-8c4472a4f490,,,3,167030.2567295797
e06411dd-37ee-48ab-9068-38afbb5db93e,,,5,970192.5806870563
7a0fd407-3000-495b-ae77-722481b23305,,,2,454310.05377473996
84a9cef0-d693-48fb-8bbf-3c11907f4958,,,5,641091.8179500832
1f952e10-9a7a-4b65-8980-1d5515c988bb,,,2,64735.9018419392
0c893ef2-610f-409a-93d3-29cf2aaedd07,,,1,960801.1000558556
2b14a452-3af6-4b07-ac00-409491352c64,,,2,95882.90753528765
87b6a6a2-382e-4682-9781-b6503b51db55,,,4,992504.9512904776
dd935750-cfc1-47e0-9fbf-a58c37024123,,,3,935585.2435786343
1719390d-0e61-4c2f-9897-ec584f1dd84a,,,3,310996.1225282035
a09ba6c4-5bf3-4bc7-94f6-491a8044d866,,,1,696727.6435792282
6c4391e2-2ea1-4663-b5f5-456d00031594,,,3,216007.05643455795
2b1de93d-06cc-4c2c-8581-04f8b4a03c02,,,5,690238.3162882575
8446f090-c16b-4134-a987-cffbd24835e1,,,4,468260.75314248283
b536dc44-f14f-4634-bb51-18bec1563107,,,1,711987.2262052495
bf7e19b5-77f5-4918-8629-aa3770353f27,,,3,573426.7609645313
a703903b-8b65-43f2-9b1d-cc79fb653bde,,,1,354942.8302983226
682296e9-d33a-4355-9823-f1a5d4cb6d0a,,,1,58178.20373802135
3707b22b-be3f-479a-8be5-b8d8b576dc1d,,,1,401535.5124299438
becddf76-2ae8-4977-b855-ec51615f64f1,,,2,549404.4717975399
a04181a9-b15e-44d6-99bf-3420c52b3e26,,,3,878086.0312839042
fd05cba9-1142-4cf1-9034-162b4145c77e,,,1,900760.4980271647
ea304395-9974-4cfc-85bb-5ad1b57dba8d,,,5,975092.8286681216
f892c509-b024-4137-af33-18b31a2aced5,,,3,400102.1625362078
fd678870-fe8e-4dc6-a521-47e237a839e2,,,5,428799.7128970309
21048fc5-3315-49de-bfc8-1cf2484ac1c0,,,5,919439.7822193176
822e8741-3e36-4add-8ef0-a675326f254d,,,4,785223.773976423
ec0fbcce-6c46-4829-9755-97992b35283b,,,2,265853.8720841229
2a1ffcec-c0d0-464a-89a2-a25efed53d74,,,3,926851.666412772
f3956be4-5094-45b3-aa7d-4ab4b083a715,,,1,320654.6510590908
2839de80-1c45-4f3b-adbc-d80a0b57d68d,,,2,355023.74593942735
13f76b6d-7bb0-4a0f-b899-bba0cfd1a1b1,,,1,114882.62909324534
c1be027d-5038-404f-a64d-334d5a834375,,,2,919333.9102481141
38826a62-90bc-4d0d-b9b3-ff3dad99bc96,,,5,994744.5601516212
c06a4e39-4682-42ee-8eb8-4f028bae43cd,,,3,929886.8560270584
b5429a47-7d43-47a8-9754-36569772f6e1,,,4,297810.12135025626
1dce5b79-448c-41b0-8ddf-a8992f2006a6,,,4,331401.8186348715
ff17252d-7ec3-4ee8-a0d4-73720d78e6be,,,4,985163.0125052938
f7248ddf-5b43-4357-a0bd-6a303a91e9a9,,,2,444317.0988040662
125a30ff-9ab4-4454-9a06-dcb0f24e452b,,,5,287571.75883337914
7f3ea751-bfb0-4129-9772-041bd2e3500c,,,4,953237.197367748
da818019-b86b-4688-9fc0-1a621cc51341,,,2,698522.7771586108
83b034ba-1cfc-493f-9166-ff735f052fe5,,,5,408717.3981746891
97f571a8-3b9d-473e-baf5-a6fac2840494,,,4,403009.28455960023
47bf3c52-629c-4b63-be38-e7e880dc0985,,,5,677444.7233498126
39368288-1b4e-47ef-8a4e-e322efeb4cc4,,,3,602227.9438367706
a5c91d16-cfb5-4b48-8230-843984a39cb9,,,1,867133.4439973589
f06d2963-a45e-4383-be1d-9dd34992e111,,,3,248726.32972781244
47effcbf-4564-48be-9ad1-018cb033abb0,,,4,725151.5717778975
c67037f9-571b-4afc-b45d-7a1e4604fb45,,,5,35309.513260123116
ef63447f-cd92-48ca-bf77-cdcff863c6e6,,,4,142800.22557296872
81123ddd-f7c4-4eb0-9627-151fbda74eb1,,,1,159736.34977348862
dd2c691a-f1a9-4aa7-a382-f3f8b9220760,,,1,832345.4021853132
8e410ad8-e3c9-4eb6-a343-855839f77c56,,,5,593308.601796235
0a35a991-73ea-417b-8a23-29a89ead1acc,,,4,964022.538890045
126282d7-6f06-45b6-a79d-671695737906,,,5,322979.5894527589
8da63611-0277-45ab-a052-fc9aea39f304,,,4,758125.1963964888
546d7830-1a60-4538-859e-97bdf3b22f03,,,4,357124.29985629045
af04ef55-92ac-4173-a453-4605217d2754,,,4,269849.79676480935
c98542a0-61aa-465f-85d0-3f699a33c117,,,4,209822.80427081
d7326cd4-f586-4bf1-a137-d9d6a4e8680c,,,5,579973.9183568239
684a3200-a39e-440e-81ec-136ba3170348,,,1,935115.6736323197
d9bdb015-6afb-4a33-80de-59b29d0a024b,,,2,139999.35959558273
283749fb-2665-4971-a1e9-4d1cbc11cf34,,,2,888543.1621768704
76f10904-a055-49b9-80af-5a4097104a3d,,,4,714996.12409649
184c978b-1b99-4b23-b53d-94c461420595,,,1,44214.39088109166
27874cc0-9982-4c27-abbd-b888cf312e00,,,1,409160.43423530913
24f01454-8897-45f1-a254-81b358c61389,,,3,244494.62123873056
2961a618-66b1-400c-ac41-19abb531faf3,,,4,181127.3133725837
9e69ea6f-b369-4e2a-a2c4-9ec4d6d47f2e,,,4,666374.5091116525
0f15b745-b664-49ff-a537-0b02a7353c63,,,5,884435.3994771065
fb3a55ec-1ede-498f-9aaf-c5bf50f32e55,,,1,208451.7957726911
be62188b-c804-4c33-a6cc-7795aad6808c,,,1,611093.8124921981
069cce53-a375-482b-8d01-00c5b341997a,,,1,762239.1172533974
4498e09e-a580-487d-861a-470453a7b467,,,5,12029.723784987578
b5e93685-bcf8-4dfc-955f-bb084e04aeef,,,2,744330.3360907983
c662e68e-a656-4415-9d41-7ea34e87d16f,,,4,239486.66072814952
347debb5-9f4e-4c97-a9a4-416764c8dfb5,,,5,804803.8930842016
e7e41f5a-bf02-46e4-b137-4db6e5e36f4e,,,5,396201.29836858745
45e84d30-aa3d-4613-9964-544a61e96eb0,,,5,657983.3230304858
956b57d4-670c-414e-8cb6-a5c6bfd96880,,,1,75292.52762828597
4119b5de-4702-4d42-92aa-8577d10344df,,,3,215254.9541298122
ab053915-31e6-4772-b310-81fb95b69fc8,,,3,246291.90009381904
7077d79f-e3fe-49ed-9885-143609d9ac33,,,1,865608.2669808255
7d95e214-2cd3-4150-9ccd-63256053cd19,,,2,374816.11964465556
52d7de48-03d8-41eb-9a4e-3dc937fd962d,,,1,971902.7969904585
8f7bf2a6-cc9a-4ec3-9ed9-2767c33a2192,,,5,607944.1655314952
1494730b-c952-4941-8162-2eaf9e2c32a4,,,2,275097.85694890085
d086adad-7143-400c-96f0-790f4c2787b3,,,2,600785.8060317391
e64d3770-94b7-4701-930b-14741efcdc6d,,,5,205805.0656356265
91bc1788-99a0-42ce-bd9f-ef965da32afd,,,1,764722.7126283357
7cccea2c-8e00-4e41-838e-61f8e7405799,,,4,543208.0589986745
5b24faca-cd58-4ce2-b651-9b2e0f29e147,,,3,439433.34341272607
2a101572-600d-4cba-a596-431ee8bdcb31,,,4,200134.39178527187
8edd6a4a-b3fb-4c15-b0ba-6bfbbc1052ac,,,4,170537.5297701223
294424bf-2fef-41a9-b77c-d72f8a801173,,,4,650768.5180916846
b47488aa-774b-426e-9964-dc5347da24b4,,,3,41418.46031803342
89d9ab5f-41c4-48b3-9bb1-0a1507ec2f97,,,5,976694.7263751139
b152cb5d-bded-40c1-b5f5-951499367e52,,,1,574313.3516666733
3e349fde-3498-4b4d-89bd-71243f72f218,,,4,993778.271204094
bcb4e75e-7e06-43aa-bd20-0b39519a291b,,,3,515587.3681308505
f2f51613-85fe-4b52-adcc-a956c40d58b4,,,1,422624.28952235956
3afb44de-b287-4964-95d7-7ff78a5e6ad1,,,2,36261.71100703333
bf179cd8-a2c9-49b7-bdbd-a2180c368cde,,,2,453437.2527788426
15388c5b-519c-4e33-a644-b49b7b750390,,,1,462848.6922499027
2c7459f0-45fe-4880-aabc-49d1fcc9ba76,,,2,647043.3225172426
542677b3-5238-4de2-b98d-a87c7af20ab8,,,4,487411.145128269
4ea5b97c-b398-4899-915d-0c4e4e84b53d,,,5,972134.3295935784
1144bf71-dfb5-4548-8aff-e870c5aed954,,,1,819245.6164393731
a9512d00-ee55-4315-bc8e-f98912b636e6,,,4,741082.4351583744
91cd37d4-46db-49cd-a0c6-3e8293413ef1,,,1,311264.00009535946
331c5595-47d8-4144-a9ab-33f2065dae3a,,,4,159875.47415435023
ecb30e6e-6e69-4465-a92f-4dfb4eacee8b,,,4,27776.99703216547
e3630976-d506-4018-b8c9-91729182667d,,,4,681273.3968675452
025b5006-edd6-4202-8d6d-cb23ea672f42,,,4,391838.9464959099
f6e23329-b096-46c1-8190-dfa227c574b1,,,5,558955.652337458
22c6b357-9104-4f1e-8290-05cd00a76257,,,3,540945.7213219848
0388e935-a8b5-4868-9894-2a6270715466,,,4,780117.6230306486
751c9f20-d7e2-4b3f-ba67-84265eaf2e93,,,1,244242.7233160553
c622d04d-ec4b-411d-b8e2-711d1275fe44,,,4,786533.3555232356
38af93df-216e-4b51-9a4a-21e40534d7a0,,,3,587979.3104808497
aea052a0-bb27-44c1-ade9-a6a8017240a0,,,3,437927.1483258943
90c0acf5-9ce0-4f12-94eb-c64db6ad6e25,,,3,746053.4118604632
e8e84d9b-7a05-4c3e-966d-0b7b31bc21d0,,,1,841669.839749445
c15f9295-dbd2-41e8-89fc-cd035670efb4,,,3,498854.324829594
b1a83ce7-4999-4bb7-aa8c-14e07c24dca2,,,4,483319.2194887038
4b1c5110-16ac-43fb-adf9-107795c6f07c,,,5,333448.9883943149
db9129f6-4853-410a-b882-e5562cc081e2,,,2,576757.925149969
9f469ab4-3279-49b9-9e68-d9b00bd50111,,,3,10593.25244231362
54ab7fc3-c03d-455e-a380-fdf553282c38,,,5,538725.0412186012
37acee65-3ce3-4752-bc4f-f7ddab0db6c2,,,4,645980.2712238973
2b14d33f-56dc-49a8-9f77-9e3e75186980,,,2,84044.87944723571
c341d4b5-b537-47a1-bf87-8be05d903bf5,,,3,539641.324129611
c6325d4d-1e9c-4bc9-91c2-a827cd4dbe7b,,,1,960209.1013334348
334d2463-56d9-4546-916e-d10e417619aa,,,3,751978.804297531
9c9169a3-0ea9-4954-b523-c97b28d9c19a,,,4,934843.2517972407
59fa23cf-08d1-46bc-aabf-10bd244edb15,,,3,866304.6978922599
0bd584fa-a30d-4536-a113-7a4181ba7ef8,,,3,565229.5656744549
6381073b-08f9-4ee8-932e-faa9365ef569,,,4,455886.70859860355
2cb0154f-d82f-455f-b014-7ef2749a158c,,,4,406814.8290938822
f1dd9326-fbcb-475c-bcbe-55f370eaf6b8,,,5,726531.1261612523
6480e0e2-7237-4269-abb3-fef856c668d0,,,4,736583.6450019138
3d052030-4917-410b-9f2d-56d10b482bab,,,3,689903.6821131242
7da07c07-7b0d-409a-8419-6564a7a44b6d,,,4,435825.7548182274
618ada0c-7f7b-4cbc-97c9-fb81369e1469,,,4,405726.50940049044
44644184-bced-4475-aca2-67927948d93e,,,1,942559.4779995669
b44839c3-538a-472f-a913-d4b26c8425eb,,,3,154333.80985778282
3e234c77-dee6-4ccb-8485-0cf7bb5cf4cc,,,4,595212.6262818164
7fbb853c-0346-44db-9d78-a8e291675197,,,5,552441.997623945
f3299c18-da03-477a-926c-80ddbe6f240e,,,1,138019.40147990733
6629d40a-93f3-494f-9220-b711399edae7,,,4,242341.24877737422
b3e38b99-f73b-4030-9ccf-65ec883229b3,,,3,269092.552459797
944469e2-3f22-45a8-9f42-7a4febce54c1,,,3,316770.4974682243
75f4a47d-cd83-460d-9ba3-a48dfc6b6494,,,2,976394.2554579137
4a808fd1-da1f-43e2-b37e-2900c367da81,,,2,567027.4063353353
0aafe395-5061-4e41-96f4-9e95b4deec3a,,,2,231866.97858480827
5daa0f5d-8506-44cd-a008-6e1e91c0a13e,,,1,808853.4079995962
3f9d582d-617b-4bc6-9dcb-3a2cc628989e,,,4,59232.97888251789
cfcf00bc-826b-415b-b10f-794225aa38ab,,,5,43883.719781065636
9b3baaca-ef16-4524-9a6a-9afbf9ae3cb7,,,5,772892.000645081
14a0477b-5d8e-4724-bfaf-90cd3b7bcaeb,,,1,244873.54369966508
429cf4f7-1e9d-4a18-8d02-95bd0445a188,,,5,739489.7273700408
b73ae902-6fc3-4893-b948-7b33d54a2be5,,,5,609343.4866433535
96508368-b3c2-4a57-94aa-5bd70f10ec70,,,5,878755.8190414642
3525e89d-caa9-4f00-bf75-c778cf85f3de,,,4,16038.770709490493
921f9571-21f5-4485-95bd-7ff57f0eee33,,,5,239348.33989548113
1dfcfc04-4276-4ca7-b041-d4856f0e85d8,,,2,674640.1259868657
373fc64c-2fee-4042-8f6b-8ab91bdc1164,,,3,767141.3329337438
597db650-2839-469e-a314-26f92efb2c9c,,,2,936818.0231243927
a93a8ba5-0637-4f9c-9646-510be7b503e7,,,5,506904.82458188105
988b0cf0-67ff-4a03-9f16-f012735a4a70,,,1,853192.2736051595
00852bae-38dd-4c8e-a6eb-91d54d7b7f8a,,,4,135449.79457218922
051f4249-1282-4968-af77-1d025588090d,,,2,244528.36039113707
fcc2b7d8-b0db-4b08-bcd8-d39a451c69eb,,,3,896953.967001331
83c76b3e-2aa8-422b-93f7-6f64b48c48ec,,,3,568308.2364203673
8890e5ac-31d4-434e-a9fd-62edd9e23c3c,,,5,827196.0065960222
20ddd303-5921-4981-9ab1-ff2f9e22f336,,,5,119161.62984514661
b35a1156-9d2f-4735-ac8d-6123653e5ff5,,,3,803135.8493458467
01c8e4e1-2d19-433b-a062-9c3c25b28d74,,,4,363067.2616694454
f5bec240-0da9-4904-b53e-aca54312f5cd,,,3,761451.236734788
be57152f-530b-4f71-833b-b5a0061198c0,,,4,23509.352680755106
